,X.1,X,point_ID,study,study_ID,location,country,region,lat,long,reef.type,reef.zone,mindepth,maxdepth,disturbance,distrubance.year,pre.dist.cc,pre.dist.year,post.dist.cc,post.dist.year,recovery.cc,rel.pre.dist,rel.post.dist,rel.recov.cc,rel_rec_rate,rel_res,recovery.year,resistance.time,recovery_time,calculated.recovery.rate,recovery.rate,resistance,resistance.rate,richness,hii100km,hii75km,hii50km,hii25km,hii10km,distance_to_shore_m,MPA_status,MPA_during_recov,MPA_during_resist,yrs_as_MPA_pre_dist,years_of_recov_protected,percent_recov_protected,MPA_name,MPA_designation,MPA_DESIG_TYPE,MPA_IUCN_CAT,NO_TAKE,STATUS,STATUS_YR,river,riv_row,dist_to_riv_m,coast,dist_to_riv_km,name,name_alt,hii500km,hii1000km,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,gravity.point.ID,gravity.poly.ID,gravity.reef_ID,gravity.Grav_tot,travel_time.point.ID,travel_time.poly.ID,travel_time.reef_ID,travel_time.tt_pop,travel_time.tt_market,hii100km2,hii500km2,recovery_time2,distance_to_shore_m2,grav_NC2,cml_scr2,gravity.Grav_tot2,travel_time.tt_pop2,resistance_time2,resistance_time_2,dist_to_riv_m2
174,197,143,26,Connell et al. 1997,13,"Heron Island, GBR exposed pools",Australia,W. Pacific,-23.4419999,151.914,barrier,slope,1,1,Storm,1967,57.6,1966,0.1,1967,83.03,100,0.173611111,144.1493056,7.577668129,-99.82638889,1986,1,19,4.36473684,4.36,-57.5,-57.5,357,57921,3030,8,4,0,0,Inside,Yes,No,0,5,26.31579,Great Barrier Reef,World Heritage Site (natural or mixed),International,Not Applicable,Not Reported,Inscribed,1981,1329,194,112564.5,23,112.5645,Fitzroy,NA,3327976,9927048,0.4167369,0.3105173,0,0.9980951,0,0,0.2991533,4,197,NA,NA,NA,197,NA,NA,NA,NA,-0.264402635,0.389773522,3.709668774,-0.300822433,-1.094087471,-0.964122432,NA,NA,-0.641484094,-0.641484094,-0.97662619
175,198,145,28,Connell et al. 1997,13,"Heron Island, GBR exposed crest 1971-1992",Australia,W. Pacific,-23.4419999,151.914,barrier,crest,0.5,0.5,Storm,1972,70.4,1971,0.07,1972,20.2,100,0.099431818,28.69318182,1.4296875,-99.90056818,1992,1,20,1.0065,1.01,-70.33,-70.33,357,57921,3030,8,4,0,0,Inside,Yes,No,0,11,55,Great Barrier Reef,World Heritage Site (natural or mixed),International,Not Applicable,Not Reported,Inscribed,1981,1329,194,112564.5,23,112.5645,Fitzroy,NA,3327976,9927048,0.4167369,0.3105173,0,0.9980951,0,0,0.2991533,4,198,NA,NA,NA,198,NA,NA,NA,NA,-0.264402635,0.389773522,3.976914583,-0.300822433,-1.094087471,-0.964122432,NA,NA,-0.641484094,-0.641484094,-0.97662619
176,209,57,15,"Dollar & Tribble, 1993",9,Hawai'i west coast,Hawaii,E. Pacific,19.5063372,-156.0023,fringing,mixed,3,40,Storm,1980,45.8,1974,10.5,1980,15,100,22.92576419,32.7510917,0.818777293,-77.07423581,1992,6,12,0.375,0.38,-35.3,-5.8833333,60,167363,109293,54639,17931,1955,4900,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,368,60,3916836.33,251,3916.83633,San Joaquin,NA,402625,405271,0.54690866,0.8458129,0,0,0.9176291,0.9074862,0.52113471,5,209,NA,NA,NA,209,NA,NA,NA,NA,0.758956695,-0.781560465,1.838948108,-0.169782384,-0.545375861,0.029916787,NA,NA,0.389270218,0.389270218,1.972520456
177,210,35,13,"Brown & Suharsono, 1990",8,"Pulau Pari Islands, Indonesia (Pari)",Indonesia ,W. Pacific,-5.863213,106.61598,fringing,flat,0.5,3,Bleaching,1982-1983,22.17,1981,3.61,1983,14.12,100,16.28326567,63.68967073,9.48128101,-83.71673433,1988,2,5,2.102,2.1,-18.56,-9.28,552,406665,249379,92646,5019,72,16000,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,321,54,712275.38,123,712.27538,Indragi,NA,4855019,14204334,0.9907475,0.7518683,0,0.9889736,0.8342835,0.9899397,0.75314042,1,210,17075,17114,1469,210,17075,17114,75,122,2.996597951,1.001213778,-0.031772557,0.127063439,1.325533194,1.068845113,0.127401691,0.01557695,-0.435333232,-0.435333232,-0.511718473
178,211,46,14,"Brown & Suharsono, 1990",8,"Pulau Pari Islands, Indonesia (Tikus)",Indonesia,W. Pacific,-5.8632464,106.58243,fringing,flat,0.5,3,Bleaching,1982-1983,25.98,1981,2.17,1983,15.88,100,8.352578907,61.12394149,26.38568129,-91.64742109,1985,2,2,6.855,6.86,-23.81,-11.905,552,408343,245649,89652,5083,86,16000,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,321,54,710384.23,123,710.38423,Indragi,NA,4851206,14187932,0.98971737,0.7535167,0,0.9840648,0.8143299,0.9907873,0.74946897,6,211,17074,17113,1349,211,17074,17113,65,132,3.012288426,0.999687023,-0.833509985,0.127063439,1.321190898,1.052404253,0.096834866,-0.037400495,-0.435333232,-0.435333232,-0.51318453
179,213,13,11,Smith et al. 2008,6,"Scott Reef System , NW Australia",Australia,Indian Ocean,-14.0666666,121.76667,atoll,slope,9,9,Bleaching,1998,48.24,1998,10.96,1999,19.5,100,22.71973466,40.42288557,2.950525152,-77.28026534,2005,1,6,1.42333333,1.42,-37.28,-37.28,360,0,0,0,0,0,266000,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,491,76,436868.92,22,436.86892,Fitzroy,NA,527408,4454875,0.25663501,0.3105539,0,0,0,0,0.09834324,2,213,22418,22466,0,213,22418,22466,971,1551,-0.80600454,-0.731596351,0.235473252,6.812780183,-1.768963234,-1.863355729,-0.246787194,4.762356041,-0.641484094,-0.641484094,-0.725218999
180,217,191,7,Adjeroud et al 2009,4,"Tiahura Reef, Moorea",Moorea,E. Pacific,-17.4999999,-149.83333,barrier,slope,12,12,Bleaching,1991,50.94,1991,24.9,1992,51.17,100,48.88103651,100.4515116,4.297539589,-51.11896349,2004,1,12,2.18916667,2.19,-26.04,-26.04,177,26354,24642,17046,3250,3160,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3948907.17,4038,3948.90717,Whakatane,NA,35782,42424,0.76544736,0.8981977,0,0.9728735,0.9740878,0.6982293,0.71338043,5,217,NA,NA,NA,217,NA,NA,NA,NA,-0.559576187,-0.928447342,1.838948108,-0.300822433,0.375827954,0.89079872,NA,NA,-0.641484094,-0.641484094,1.997382405
181,219,158,4,Halford et al. 2004,2,"Lodestone, GBR",Australia,W. Pacific,-18.6894696,147.0718,barrier,slope,6,9,COTS,1983-1984,66,1982,6.86,1985,59.43,100,10.39393939,90.04545455,7.241046832,-89.60606061,1996,3,11,4.77909091,4.78,-59.14,-19.7133333,412,102336,19298,410,0,0,0,Inside,No,Yes,0,0,0,Great Barrier Reef,Marine Park,National,V: Protected SeascapeI: Protected area with sustainable use of natural resources,None,Designated,2004,1329,194,662368,23,662.368,Fitzroy,NA,2442796,8006613,0.67363413,0,0,0.9454172,0,0,0.28072262,4,219,24772,24823,4,219,24772,24823,137,226,0.150908714,0.035340355,1.571702299,-0.300822433,-0.01119136,-1.046655554,-0.245768299,0.344037111,-0.229182369,-0.229182369,-0.550407659
182,220,169,5,Halford et al. 2004,2,"Rib, GBR",Australia,W. Pacific,-18.4810909,146.83813,barrier,slope,6,9,COTS,1983-1984,73.14,1982,12,1985,80,100,16.40689089,109.3792726,8.452034703,-83.59310911,1996,3,11,6.18181818,6.18,-61.14,-20.38,413,105490,23065,1010,0,0,0,Inside,No,Yes,0,0,0,Great Barrier Reef,Marine Park,National,V: Protected SeascapeI: Protected area with sustainable use of natural resources,None,Designated,2004,1329,194,695570.55,23,695.57055,Fitzroy,NA,2436154,7905158,0.63323407,0,0,0,0,0,0.10979462,1,220,24657,24708,4,220,24657,24708,110,297,0.180400823,0.032680845,1.571702299,-0.300822433,-0.181489295,-1.812076116,-0.245768299,0.200998009,-0.229182369,-0.229182369,-0.524668387
183,221,147,3,Halford et al. 2004,2,"John Brewer, GBR",GBR,W. Pacific,-18.63197,147.01897,barrier,slope,6,9,COTS,1983-1984,66,1982,3.48,1985,66.29,100,5.272727273,100.4393939,8.651515152,-94.72727273,1996,3,11,5.71,5.71,-62.52,-20.84,412,99300,10983,710,0,0,0,Inside,No,Yes,0,0,0,Great Barrier Reef,Marine Park,National,V: Protected SeascapeI: Protected area with sustainable use of natural resources,None,Designated,2004,1329,194,670811.07,23,670.81107,Fitzroy,NA,2435785,7988572,0.66891424,0,0,0,0,0,0.1159811,1,221,24731,24782,4,221,24731,24782,124,248,0.122519989,0.032533095,1.571702299,-0.300822433,-0.031087061,-1.784372878,-0.245768299,0.275166432,-0.229182369,-0.229182369,-0.543862425
184,223,112,2,Emslie et al 2008,1,"Wreck Island, GBR, Australia",Australia,W. Pacific,-23.3302789,151.93086,barrier,slope,6,9,Storm,1993,86.7,1987,8.2,1993,66.5,100,9.457900807,76.70126874,6.724336794,-90.54209919,2003,6,10,5.83,5.83,-78.5,-13.0833333,357,35237,28,8,4,0,72900,Inside,Yes,No,0,0,0,Great Barrier Reef,Marine Park,National,IV: Protected Seascape: Habitat / Species Management Area,Part,Designated,2004,1329,194,115805.85,23,115.80585,Fitzroy,NA,3250857,9802745,0.42546497,0.3094732,0,0.9230163,0,0,0.28746792,4,223,26886,26939,5,223,26886,26939,232,385,-0.476513918,0.358894456,1.304456489,1.64873257,-1.057296132,-1.016449904,-0.245513576,0.84732284,0.389270218,0.389270218,-0.974113431
